Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  17  57810000         4.52         4.20        -1.04         1.29
2012  17  57870000         4.56         4.27        -0.94         1.29
2012  17  57930000         4.58         4.25        -0.90         1.32
2012  17  57990000         4.62         4.36        -0.79         1.23
2012  17  58050000         4.60         4.49         0.53         0.69
2012  17  58110000         4.59         4.52         0.35         0.62
2012  17  58170000         4.70         4.47        -0.17         1.40
2012  17  58230000         4.67         4.50        -0.03         1.19
2012  17  58290000         4.69         4.53        -0.45         1.04
2012  17  58350000         4.72         4.68        -0.50         0.30
2012  17  58410000         4.75         4.73        -0.31         0.16
2012  17  58470000         4.76         4.75        -0.27         0.09
2012  17  58530000         4.81         4.77        -0.56         0.18
2012  17  58590000         4.82         4.81        -0.01         0.02
2012  17  58650000         4.84         4.82         0.27        -0.03
2012  17  58710000         4.78         4.73         0.71         0.14
2012  17  58770000         4.79         4.74         0.66         0.19
2012  17  58830000         4.78         4.72         0.62         0.26
2012  17  58890000         4.71         4.65         0.69        -0.15
2012  17  58950000         4.51         4.40         0.90        -0.36
2012  17  59010000         4.51         4.42         0.85        -0.15
2012  17  59070000         4.51         4.41         0.91        -0.28
2012  17  59130000         4.59         4.46         0.95        -0.51
2012  17  59190000         4.63         4.43         1.11        -0.70
2012  17  59250000         4.51         4.33         0.63        -0.85
2012  17  59310000         4.53         4.23        -0.73        -1.32
2012  17  59370000         4.83         4.72         0.30        -0.95
2012  17  59430000         4.77         4.66         0.41        -0.83
2012  17  59490000         4.69         4.56         0.82        -0.71
2012  17  59550000         4.58         4.48         0.77        -0.47
2012  17  59610000         4.56         4.50         0.34        -0.51
2012  17  59670000         4.52         4.34         0.49        -1.16
2012  17  59730000         4.49         4.40         0.70        -0.48
2012  17  59790000         4.53         4.40         0.73        -0.60
2012  17  59850000         4.51         4.29         0.68         0.73
2012  17  59910000         4.52         4.27         0.67         0.71
2012  17  59970000         4.44         4.31         0.16        -0.95
2012  17  60030000         4.46         4.33         0.72        -0.64
2012  17  60090000         4.50         4.12         1.04        -1.27
2012  17  60150000         4.51         4.18         0.94        -1.29
2012  17  60210000         4.47         4.34         0.52        -0.64
2012  17  60270000         4.52         4.22         0.67        -1.45
2012  17  60330000         4.51         4.21         0.87        -1.29
2012  17  60390000         4.52         4.30         1.34        -0.24
2012  17  60450000         4.49         4.35         1.04         0.21
2012  17  60510000         4.53         4.40         0.70        -0.47
2012  17  60570000         4.52         4.50        -0.05        -0.14
2012  17  60630000         4.54         4.46         0.56         0.11
2012  17  60690000         4.54         4.20         0.81         1.24
2012  17  60750000         4.51         4.21         0.50         1.19
2012  17  60810000         4.51         4.15         0.56        -1.50
2012  17  60870000         4.52         4.34         0.50        -0.30
2012  17  60930000         4.46         4.42         0.31         0.30
2012  17  60990000         4.47         4.46         0.19        -0.14
2012  17  61050000         4.50         4.49         0.16        -0.14
2012  17  61110000         4.50         4.43        -0.29         0.53
2012  17  61170000         4.53         4.49        -0.25         0.36
2012  17  61230000         4.57         4.55        -0.38         0.02
2012  17  61290000         4.55         4.54        -0.18        -0.09
2012  17  61350000         4.51         4.48         0.03        -0.49
2012  17  61410000         4.50         4.46        -0.28        -0.52
2012  17  61470000         4.54         4.47        -0.17        -0.74
2012  17  61530000         4.55         4.48        -0.39        -0.62
2012  17  61590000         4.53         4.37        -0.95        -0.69
2012  17  61650000         4.52         4.44        -0.27        -0.62
2012  17  61710000         4.46         4.31        -0.62        -0.85
2012  17  61770000         4.47         4.34        -0.97        -0.37
2012  17  61830000         4.45         4.32        -1.04        -0.20
2012  17  61890000         4.46         4.34        -0.99        -0.26
2012  17  61950000         4.45         4.24        -1.29        -0.39
2012  17  62010000         4.43         4.26        -1.14        -0.41
2012  17  62070000         4.45         4.31        -1.04        -0.42
2012  17  62130000         4.41         4.26        -0.81        -0.82
2012  17  62190000         4.40         4.22        -0.79        -0.96
2012  17  62250000         4.40         4.14        -0.85        -1.22
2012  17  62310000         4.40         4.16        -0.75        -1.21
2012  17  62370000         4.42         4.14        -1.16        -1.00
2012  17  62430000         4.48         4.07        -0.98        -1.48
2012  17  62490000         4.46         4.06        -0.92        -1.60
2012  17  62550000         4.43         4.00        -0.85        -1.71
2012  17  62610000         4.37         4.04        -0.96        -1.30
2012  17  62670000         4.35         3.86        -1.20        -1.59
2012  17  62730000         4.43         3.89        -1.47        -1.48
2012  17  62790000         4.46         3.93        -1.42        -1.54
2012  17  62850000         4.50         3.95        -1.39        -1.60
2012  17  62910000         4.49         4.07        -1.35        -1.28
2012  17  62970000         4.51         4.11        -1.42        -1.18
2012  17  63030000         4.53         3.99        -1.37        -1.62
2012  17  63090000         4.56         3.94        -1.86        -1.28
2012  17  63150000         4.62         4.07        -1.80        -1.21
2012  17  63210000         4.63         4.12        -1.55        -1.40
2012  17  63270000         4.64         4.05        -1.69        -1.49
2012  17  63330000         4.63         4.13        -1.53        -1.41
2012  17  63390000         4.54         3.80        -1.66        -1.63
2012  17  63450000         4.51         3.27        -2.84        -1.23
2012  17  63510000         4.54         3.85        -1.98        -1.34
2012  17  63570000         4.57         3.89        -1.70        -1.39
2012  17  63630000         4.59         4.09         0.46        -1.66
2012  17  63690000         4.60         3.88         1.43        -1.92
2012  17  63750000         4.56         3.08         2.63        -1.66
2012  17  63810000         4.62         3.55         2.51        -1.51
2012  17  63870000         4.65         3.37         2.94        -1.27
2012  17  63930000         4.66         3.17         3.20        -1.22
2012  17  63990000         4.66         3.00         3.43        -0.93
2012  17  64050000         4.44         2.66         3.25        -1.40
2012  17  64110000         4.44         2.83         3.13        -1.35
